"","Germplasm","Species","Dataset","Bloom_Days","TA","Fruit_Dim","Flesh_C","Spec_Flesh_Color_b","Spec_Flesh_Color_a","Bulked_Fruit_SSC","Pull_Force","Pit_Lh","Spec_Skin_Color_a","Skin_C_mahogany","Spec_Skin_Color_b","Spec_Skin_Color_L","Bulked_Fruit_Firmness","FreeStone","Perc_Cracking","Fruit_Wt","SSC","Perc_Pitting","Spec_Flesh_Color_L","Pit_Wt","Fruit_Wd2","Pit_Wd1","Harvest_Time","Stem_length","Foliar_PM","Bloom_Time","Fruit_L","Bulked_Fruit_Wt","Harvest_Days","Skin_C_blush","Firmness_1","pH","Fruit_Shape","Harvest_Date","Bloom_Date"
"575","FR5T021","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.58,0.91,4,NA,NA,NA,713.8,11.51,NA,4,NA,NA,278.1,4,NA,11.1,22.28,NA,NA,0.42,27.72,10.29,872.83,NA,4,181.58,24.57,NA,178,NA,242.6,NA,5,"6/27/2012","4/19/2012"
"576","FR5T025","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",103,NA,-1.01,2.5,NA,NA,16.3,755.6,10.52,NA,5,NA,NA,389.5,3.5,NA,10.15,17,NA,NA,0.5,22.72,8.76,902.86,45.96,3,152.33,20.17,7.15,188,NA,256,NA,3,"7/8/2011","4/14/2011"
"577","FR5T025","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,1.05,1.13,4,NA,NA,NA,874.9,11.62,NA,6,NA,NA,305.3,4,NA,10.93,22.68,NA,NA,0.46,28.09,10.51,963.06,NA,4,172.72,25.25,NA,184,NA,298,NA,3.2,"7/3/2012","4/17/2012"
"578","FR8T002","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",102,NA,-1.17,5,NA,NA,19.9,810.7,11.36,NA,4,NA,NA,181.4,4.5,0,6.9,22.25,25,NA,0.48,21.59,8.74,774.19,33.69,3,148.94,20.43,6.68,179,NA,185,NA,3.3,"6/29/2011","4/13/2011"
"579","FR8T002","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,NA,-0.04,5,NA,NA,NA,649.6,11.3,NA,6,NA,NA,NA,4,NA,7.91,19.45,NA,NA,0.47,26.28,10.23,801.39,NA,3,172.72,21.47,NA,172,NA,NA,NA,3.5,"6/21/2012","4/17/2012"
"580","FR8T003","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",104,NA,-1.57,4,NA,NA,21.9,777,11.27,NA,1,NA,NA,240.4,3,0,6.4,22.7,NA,NA,0.5,21.43,8.7,NA,34.94,2,155.08,18.74,7.9,NA,NA,240.9,NA,5,NA,"4/15/2011"
"581","FR8T003","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.84,0.04,4,NA,NA,NA,635.3,10.64,NA,7,NA,NA,243.2,4,NA,7.9,25.14,NA,NA,0.5,26.77,9.96,NA,NA,2,178.25,21.36,NA,NA,NA,242.6,NA,5,NA,"4/18/2012"
"582","FR8T004","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.72,-0.14,5,NA,NA,NA,546.6,11.77,NA,6,NA,NA,245,3.4,NA,7.76,26.08,NA,NA,0.44,23.77,9.97,801.39,NA,2,172.72,23.26,NA,172,NA,246.9,NA,3.8,"6/21/2012","4/17/2012"
"583","FR8T005","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,NA,0.39,5,NA,NA,NA,529.2,12.03,NA,6,NA,NA,149.4,3,NA,9.17,22.9,NA,NA,0.5,25.39,9.78,801.39,NA,2,181.58,24.27,NA,172,NA,149.4,NA,2,"6/21/2012","4/19/2012"
"584","FR8T006","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,NA,-1.33,5,NA,NA,NA,599.6,10.48,NA,6.6,NA,NA,197.3,1,NA,5.37,24.14,NA,NA,0.35,21.78,8.59,801.39,NA,2,178.25,19.53,NA,172,NA,204.1,NA,5,"6/21/2012","4/18/2012"
"585","FR8T007","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.82,-0.5,5,NA,NA,NA,512.9,10.78,NA,6,NA,NA,341.6,5,NA,6.74,26.82,NA,NA,0.41,24.45,9.6,801.39,NA,2,178.25,20.99,NA,172,NA,341.6,NA,5,"6/21/2012","4/18/2012"
"586","FR8T010","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.64,0,5,NA,NA,NA,601.6,13.25,NA,6,NA,NA,240.4,5,NA,7.92,23.75,NA,NA,0.5,23.58,9.47,1101.94,NA,3,202.94,24.07,NA,192,NA,240.4,NA,4,"7/11/2012","4/21/2012"
"587","FR8T011","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",103,0.54,-0.21,4,NA,NA,18.3,647.5,11,NA,6,NA,NA,221.1,4,NA,8.4,18.67,20,NA,0.46,23.51,8.71,796.25,45.43,0,152.33,23.16,8.62,181,NA,228.2,NA,4.4,"7/1/2011","4/14/2011"
"588","FR8T011","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.78,1.61,5,NA,NA,NA,656.7,11.15,NA,5.8,NA,NA,217,5,NA,12,23.1,NA,NA,0.49,29.79,10.6,872.83,NA,2,178.25,25.94,NA,178,NA,232.8,NA,5,"6/27/2012","4/18/2012"
"589","FR8T012","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",102,NA,-1.57,1,NA,NA,17.3,691.4,10.76,NA,3,NA,NA,285.8,3,0,9.75,18.95,NA,NA,0.4,20.74,7.93,796.25,31.93,0,148.94,19.36,NA,181,NA,261.3,NA,2.5,"7/1/2011","4/13/2011"
"590","FR8T012","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.84,0.26,4,NA,NA,NA,940.2,11.06,NA,4,NA,NA,213.5,4,NA,9.08,21.76,NA,NA,0.4,25.9,9.7,889.03,NA,3,178.25,23.19,NA,179,NA,216.9,NA,2,"6/28/2012","4/18/2012"
"591","FR8T047","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,NA,1.08,4,NA,NA,NA,546.6,11.4,NA,4.8,NA,NA,286,4,NA,11.62,25.42,NA,NA,0.51,28.48,10.33,937.25,NA,5,192.19,24.66,NA,182,NA,314.9,NA,5,"7/1/2012","4/20/2012"
"592","FR8T053","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.81,1.01,3,NA,NA,NA,581.2,11.74,NA,3,NA,NA,253.1,4,NA,9.96,23.44,NA,NA,0.54,27.34,10.21,1004.44,NA,5,217,25.39,NA,187,NA,256,NA,5,"7/6/2012","4/22/2012"
"593","FR8T057","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",111,NA,-0.22,1.4,NA,NA,NA,804.6,10.48,NA,2.2,NA,NA,309.6,2.6,0,8.19,18.5,NA,NA,0.4,25.39,9.68,NA,54.78,3,168.58,21.44,7.79,NA,NA,283.4,NA,4.2,NA,"4/22/2011"
"594","FR8T057","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.62,1.47,4,NA,NA,NA,646.5,11.46,NA,5,NA,NA,245.3,4,NA,11.5,22.8,NA,NA,0.46,29.19,9.96,NA,NA,5,202.94,25.83,NA,NA,NA,273.6,NA,4,NA,"4/21/2012"
"595","FR9T031","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,NA,0.82,1,NA,NA,NA,849.4,11.32,NA,NA,NA,NA,NA,3,18,11.48,19.83,NA,NA,0.59,27.96,10.41,1123.72,28.59,NA,NA,23.92,NA,191,1,291.5,NA,NA,"7/11/2010",NA
"596","FR9T031","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",NA,0.59,0.31,1,NA,NA,NA,563.9,11.37,NA,NA,NA,NA,194.1,4,NA,12.2,22.74,NA,NA,0.6,28,11.38,1084.14,NA,1,NA,21.54,NA,191,2.2,263,NA,3,"7/10/2012",NA
"597","FR9T032","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,NA,0.91,4,NA,NA,NA,829,11.37,NA,5.6,NA,NA,NA,4.8,NA,11.93,19.13,NA,NA,0.43,27.77,9.71,NA,43.96,NA,NA,24.51,NA,NA,NA,294.7,NA,NA,NA,NA
"598","FR9T032","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",104,0.45,0.88,2,NA,NA,NA,601.6,12.12,NA,2.3,NA,NA,NA,3,0,11.2,16.47,0,NA,0.65,27.05,11.01,NA,36.09,1,155.08,25.04,10.19,NA,NA,317.5,NA,5,NA,"4/15/2011"
"599","FR9T032","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.76,1.12,3,NA,NA,NA,516,12.08,NA,5,NA,NA,187.5,2,NA,14.33,16.1,NA,NA,0.66,29.17,11.05,NA,NA,1,192.19,24.24,NA,NA,NA,272.5,NA,3,NA,"4/20/2012"
"600","FR9T033","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",102,NA,0.54,4,NA,NA,NA,626.1,11.71,NA,4,NA,NA,NA,1.2,0,9.52,15.13,10,NA,0.52,28.32,10.36,760.03,47.44,1,148.94,22.32,7.77,178,NA,273,NA,3.6,"6/28/2011","4/13/2011"
"601","FR9T033","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",102,NA,-1.98,5,NA,NA,NA,813.7,8.98,NA,7,NA,NA,202.9,2,NA,NA,24.2,NA,NA,0.7,20.4,8.05,784.14,NA,3,148.06,17.73,NA,171,NA,NA,NA,2,"6/20/2012","4/12/2012"
"602","FR9T034","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",103,NA,-0.23,4,NA,NA,NA,536.4,10.58,NA,6,NA,NA,NA,4.4,0,8.79,14.2,0,NA,0.4,26.42,9.2,760.03,41.25,1,152.33,20.44,8.04,178,NA,263,NA,2.8,"6/28/2011","4/14/2011"
"603","FR9T034","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.88,-0.33,5,NA,NA,NA,615.9,10.48,NA,6,NA,NA,186.4,3.8,NA,8.15,19.78,NA,NA,0.4,24.98,9.57,784.14,NA,1,165.67,21.3,NA,171,NA,207.6,NA,3.8,"6/20/2012","4/15/2012"
"604","FR9T081","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",NA,0.6,0.96,3,NA,NA,NA,1009.5,11.93,NA,5.4,NA,NA,322.8,4,0,11.43,19.8,5.56,NA,0.42,29.66,9.87,742.28,31.15,4,NA,23.04,7.94,177,NA,211,NA,3.8,"6/27/2011",NA
"605","FR9T081","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",NA,0.8,1.15,5,NA,NA,NA,830,11.45,NA,5,NA,NA,285.5,4,NA,11.08,25.92,NA,NA,0.4,28.42,9.4,872.83,NA,4,NA,25.04,NA,178,NA,265.6,NA,5,"6/27/2012",NA
"606","FR9T083","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.68,0.47,2,NA,NA,NA,719.9,11.45,NA,4.4,NA,NA,390.7,4,0,8.81,15.5,4.76,NA,0.34,27.15,9.15,NA,43.18,2,165.36,23.02,8.81,NA,NA,250,NA,5,NA,"4/20/2011"
"607","FR9T083","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",113,0.75,0.83,4,NA,NA,NA,633.2,10.74,NA,4.6,NA,NA,307,3,NA,9.7,21.32,NA,NA,0.31,28.16,9.18,NA,NA,2,233.25,23.81,NA,NA,NA,284.4,NA,2,NA,"4/23/2012"
"608","FR9T084","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,NA,-0.7,4,NA,NA,20.4,937.1,11.66,NA,6,NA,NA,271,3,0,9.4,20.4,NA,NA,0.4,21.99,7.6,NA,31.87,NA,162.86,22.24,7.4,NA,NA,261,NA,5,NA,"4/18/2011"
"609","FR9T084","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,NA,1.09,5,NA,NA,NA,661.8,12.15,NA,6,NA,NA,273.8,4,NA,9.8,24.6,NA,NA,0.4,27.88,9.61,NA,NA,2,202.94,25.25,NA,NA,NA,273.8,NA,5,NA,"4/21/2012"
"610","FR9T085","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",106,0.41,0.52,2,NA,NA,NA,1248.1,11.68,NA,4.4,NA,NA,457.8,3.8,0,8.47,16.3,22.22,NA,0.38,26.17,8.58,742.28,34.39,3,161.72,24.16,7.05,177,NA,250,NA,3.8,"6/27/2011","4/17/2011"
"611","FR9T085","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.52,0.96,4,NA,NA,NA,619,11.95,NA,5.8,NA,NA,402.1,4,NA,9.3,22.38,NA,NA,0.4,27.41,9.73,872.83,NA,2,178.25,25.07,NA,178,NA,252.8,NA,5,"6/27/2012","4/18/2012"
"612","FR9T086","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.89,0.25,3,NA,NA,24.4,823.9,11.67,NA,4.8,NA,NA,336.2,2.4,0,10.03,25.4,NA,NA,0.5,25.03,8.62,651.69,39.84,3,163.61,23.94,9.67,170,NA,250,NA,5,"6/20/2011","4/19/2011"
"613","FR9T086","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.99,-0.06,3.4,NA,NA,NA,634.3,11.35,NA,4.8,NA,NA,283.6,4.4,NA,10.8,25.74,NA,NA,0.44,27.69,9.8,826.25,NA,1,192.19,20.07,NA,174,NA,263.6,NA,3,"6/23/2012","4/20/2012"
"614","FR9T087","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,0.44,0.91,2,NA,NA,NA,1075.8,12.2,NA,3.6,NA,NA,255.1,3.8,0,10.3,27.4,NA,NA,0.5,26.88,9.37,742.28,44.02,3,162.86,25.35,10.25,177,NA,240.1,NA,3.8,"6/27/2011","4/18/2011"
"615","FR9T087","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.6,0.78,3,NA,NA,NA,707.7,11.83,NA,4.8,NA,NA,237.9,4,NA,10.69,24.26,NA,NA,0.5,26.94,9.79,801.39,NA,1,192.19,24.66,NA,172,NA,232.4,NA,5,"6/21/2012","4/20/2012"
"616","FR9T096","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.51,1.59,5,NA,NA,NA,580.2,11.78,NA,6,NA,NA,218.1,5,NA,12.2,20.34,NA,NA,0.38,28.93,9.44,872.83,NA,5,217,26.65,NA,178,NA,231.2,NA,5,"6/27/2012","4/22/2012"
"617","FR9T097","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",106,0.85,0.31,4,NA,NA,21.2,840.2,11.31,NA,4,NA,NA,290.7,3,0,9.5,20.3,25,NA,0.38,24.44,7.93,NA,34.19,2,161.72,24.73,8.58,NA,NA,256,NA,4.4,NA,"4/17/2011"
"618","FR9T097","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.9,0.62,4,NA,NA,NA,631.2,12.06,NA,6,NA,NA,257.6,4,NA,9.56,24.16,NA,NA,0.48,26.54,10.07,784.14,NA,5,181.58,24.3,NA,171,NA,257.6,NA,4,"6/20/2012","4/19/2012"
"619","FR9T098","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.84,-0.09,4,NA,NA,24.4,808.6,12.64,NA,5.4,NA,NA,245.2,3,0,9.55,23.5,12.5,NA,0.38,23.4,8.17,NA,43.99,2,165.36,23.83,8.08,NA,NA,264.9,NA,5,NA,"4/20/2011"
"620","FR9T098","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.88,0.37,3.8,NA,NA,NA,582.3,10.53,NA,6,NA,NA,252.8,3.4,NA,9.03,26.9,NA,NA,0.36,26.27,9.5,NA,NA,4,192.19,23.35,NA,NA,NA,268.1,NA,3.4,NA,"4/20/2012"
"621","Gil Peck","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,NA,0.1,4,NA,NA,NA,635.3,10.34,NA,4,NA,NA,222.7,3,NA,9.22,17.92,NA,NA,0.42,25.64,9.35,889.03,NA,4,172.72,22.67,NA,179,NA,203.6,NA,3,"6/28/2012","4/17/2012"
"622","Glacier","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",98,0.81,2.51,5,0.99,6.61,21.1,1127.8,13.49,9.76,5.8,0.54,25.39,NA,3.6,21.74,15.47,18.9,0,13.15,0.66,32.39,10.52,833.39,52.58,NA,191.94,27.77,13.65,172,NA,234.4,3.98,NA,"6/22/2010","4/9/2010"
"623","Glacier","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,0.75,2.12,3.2,NA,NA,17.3,949.4,12.72,NA,4.4,NA,NA,157.6,3.6,0,15.37,17.9,NA,NA,0.66,28.89,10.05,683.17,48.14,3,162.86,29.14,13.41,172,NA,236,NA,5,"6/22/2011","4/18/2011"
"624","Glacier","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.56,2.17,4,NA,NA,NA,797.4,12.5,NA,5,NA,NA,150.4,4,NA,14.58,17.48,NA,NA,0.56,30.75,10.6,839.14,NA,4,192.19,27.68,NA,175,NA,243.9,NA,2,"6/24/2012","4/20/2012"
"625","Index","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",87,0.74,0.77,3,NA,NA,23.2,1335.8,12.18,NA,3.2,NA,NA,NA,4,32,10.85,18.1,4,NA,0.58,27.22,10.28,884.69,37.96,NA,172.25,24.38,7.6,175,NA,275.4,3.93,NA,"6/25/2010","3/29/2010"
"626","Index","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",103,0.81,0.33,2.2,NA,NA,18.9,1228.8,11.47,NA,4.6,NA,NA,294.9,3.2,NA,10.6,16.4,NA,NA,0.54,25.49,8.73,704,41.46,3,152.33,23.87,10.43,174,NA,258.6,NA,2.4,"6/24/2011","4/14/2011"
"627","Index","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",104,0.67,0.31,3,NA,NA,NA,869.8,11.59,NA,4,NA,NA,241,5,NA,9.24,18.62,NA,NA,0.44,26.03,9.4,852.53,NA,3,158.97,23.29,NA,176,NA,260.7,NA,2,"6/25/2012","4/14/2012"
"628","Kiona","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",100,0.63,-0.9,3.4,3.37,11.25,20.3,1416.4,12.55,23.82,4.2,6.35,32.47,NA,4,8,11.54,21.7,0,19.61,0.48,25.13,10.38,944.92,48.1,NA,203.44,18.51,10.61,179,NA,241.9,3.89,NA,"6/29/2010","4/11/2010"
"629","Kiona","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",111,0.6,1.51,4,NA,NA,20.9,1182.9,12.9,NA,5,NA,NA,232.3,3.2,NA,13.43,20.7,4,NA,0.6,28.26,9.69,760.03,50.11,3,168.58,26.85,13.88,178,NA,234.1,NA,2,"6/28/2011","4/22/2011"
"630","Kiona","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.64,1.82,4,NA,NA,NA,845.3,12.19,NA,6,NA,NA,234.1,4,NA,12.89,22.9,NA,NA,0.58,30.3,10.11,889.03,NA,4,217,26.45,NA,179,NA,243.8,NA,2,"6/28/2012","4/22/2012"
"631","Kordia","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",111,0.86,1.2,2.6,NA,NA,17.2,810.7,13.57,NA,4.2,NA,NA,NA,2,0,11.53,16.65,0,NA,0.44,25.32,9.02,902.86,54.23,3,168.58,28.07,11.08,188,NA,204.4,NA,3.2,"7/8/2011","4/22/2011"
"632","Kordia","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.73,2.11,4,NA,NA,NA,740.3,13.54,NA,6,NA,NA,227.3,3,NA,13.58,19.88,NA,NA,0.48,29.25,9.59,987.83,NA,3,192.19,28.78,NA,186,NA,217.4,NA,5,"7/5/2012","4/20/2012"
"633","Krupnoplodnaya","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.53,1.01,4,NA,NA,NA,634.3,11.15,NA,4.4,NA,NA,248.8,4,NA,11.9,21.3,NA,NA,0.56,28.57,10.73,852.53,NA,3,178.25,24.28,NA,176,NA,215,NA,3.8,"6/25/2012","4/18/2012"
"634","Lambert","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",111,0.56,-0.09,3,NA,NA,20.1,615.9,11.52,NA,2.8,NA,NA,287.4,3,0,8.83,18.63,NA,NA,0.5,23.12,8.25,827.86,38.48,NA,168.58,24.09,8.14,183,NA,247,NA,3,"7/3/2011","4/22/2011"
"635","Lambert","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.53,0.61,3,NA,NA,NA,921.8,11.53,NA,4.8,NA,NA,237.6,4,NA,9.18,19.9,NA,NA,0.48,25.42,9.34,952.33,NA,3,192.19,25.26,NA,183,NA,215.1,NA,5,"7/2/2012","4/20/2012"
"636","Lapins","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",98,0.6,1.57,2.6,7.3,12.37,18.7,702.6,13.16,25.94,4,6.49,31.01,NA,4,4,12.99,19.45,12,19.24,NA,29.61,12.18,1085.11,41.39,NA,191.94,25.95,12.17,189,NA,310.4,4,NA,"7/9/2010","4/9/2010"
"637","Lapins","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",NA,0.63,0.26,2.2,NA,NA,18.2,683.2,11.52,NA,2.5,NA,NA,333.6,3.6,10,12.6,17.9,5,NA,0.55,25.03,9.41,944.14,37.82,3,NA,24,9.42,191,NA,319.1,NA,2.6,"7/11/2011",NA
"638","Lapins","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.52,1.32,3,NA,NA,NA,795.4,11.27,NA,5,NA,NA,255.7,4,NA,11.47,17.7,NA,NA,0.52,28.33,10.48,952.33,NA,3,178.25,25.93,NA,183,NA,266.7,NA,5,"7/2/2012","4/18/2012"
"639","Moreau","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",NA,NA,-0.53,4.6,NA,NA,20,843.3,11.54,NA,5.8,NA,NA,208.8,3.4,11.11,8.41,19.65,55.56,NA,0.46,24.12,9.12,693.89,42.6,0,NA,21.11,7.28,173,NA,196.2,NA,5,"6/23/2011",NA
"640","Moreau","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.74,-0.71,5,NA,NA,NA,771.9,10.53,NA,6.4,NA,NA,169,4,NA,7.22,25.16,NA,NA,0.4,23.25,9.57,740.03,NA,0,178.25,21.07,NA,167,NA,213.6,NA,3,"6/16/2012","4/18/2012"
"641","NY 54","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",106,NA,-4.29,1,NA,NA,17.4,477.2,9.41,NA,3.6,NA,NA,214.4,3.2,NA,1.71,21.95,NA,NA,0.27,13.13,6.82,666,55.8,NA,161.72,13.58,1.59,171,NA,217.3,NA,2,"6/21/2011","4/17/2011"
"642","NY 54","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,1.26,-4.07,2,NA,NA,NA,561.9,8.93,NA,4,NA,NA,241.8,3,NA,1.74,25.34,NA,NA,0.22,14.37,7.32,852.53,NA,2,172.72,13.5,NA,176,NA,227.3,NA,3,"6/25/2012","4/17/2012"
"643","Olympus","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.63,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,12.25,17.94,NA,NA,NA,28.22,NA,NA,37.57,NA,NA,25.67,NA,NA,NA,269.9,3.72,NA,NA,NA
"644","PC 9814-025","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.9,0.42,5,0.97,8.01,29.6,1080.9,12.2,14.95,6,1.43,27.36,NA,4,50,8.13,28.75,0,15.63,0.43,24.73,9.33,944.92,54.25,NA,NA,25,7.44,179,NA,266,3.81,NA,"6/29/2010",NA
"645","PC 9814-028","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.73,-0.73,3,7.44,13.43,22.6,992.2,11.53,30.26,4.2,10.87,32.19,NA,3.2,0,7.68,23.13,44.44,19.65,0.46,22.88,9.4,978.83,43.46,NA,NA,21.3,6.73,182,NA,276.7,7.08,NA,"7/2/2010",NA
"646","PC 9814-062","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.94,0.19,3,6.87,11.04,23,1239,10.78,25.11,4,8.61,33.12,NA,3.6,0,9.16,24.1,61.11,17.91,0.43,26.33,9.65,955.17,37.65,NA,NA,22.49,8.41,180,NA,261.3,3.98,NA,"6/30/2010",NA
"647","PC 9814-063","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,NA,0.22,4,3.67,14.03,NA,1070.7,10.95,11.39,6,0.55,24.85,NA,4,0,8.6,24.8,0,17.08,0.36,27.49,9.86,1002.31,43.51,NA,NA,21.58,8.6,184,NA,260,NA,NA,"7/4/2010",NA
"648","PC 9814-071","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.96,0.76,3.6,4.27,8.86,20.2,1274.6,10.51,24.42,3.8,6.66,27.58,NA,5,8,10.37,17.37,20,16.72,0.49,28.12,9.74,955.17,60.83,NA,NA,23.53,9.58,180,NA,247.4,3.71,NA,"6/30/2010",NA
"649","PC 9814-076","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,NA,-1.54,4,0.18,11.01,NA,648.5,9.92,16.53,6,1.86,27.95,NA,3,0,5.69,27.1,0,18.22,0.3,22.44,7.92,967.33,32.33,NA,NA,17.93,5.66,181,NA,253.2,NA,NA,"7/1/2010",NA
"650","PC 9814-103","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,NA,-1.4,4,1.95,8.27,NA,718.9,11,23.24,5,5.84,32.68,NA,3.7,66.67,5.63,19.47,0,16.66,0.42,21.52,9.27,978.83,40.32,NA,NA,19.41,4.98,182,NA,187.1,NA,NA,"7/2/2010",NA
"651","PC 9814-105","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.96,-0.03,3.2,0.85,9.74,22.1,1221.6,11.51,24.55,3.4,7.51,28.63,NA,4.4,8,8.78,18.03,16,18.15,0.52,25.86,10.13,978.83,54.15,NA,NA,21.9,7.94,182,NA,253,3.84,NA,"7/2/2010",NA
"652","PC 9816-005","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.83,-0.48,3.6,2.57,9.73,19.4,973.8,10.54,24.11,5,5.02,29.92,NA,3.8,12,7.7,21.14,4,15.84,0.44,24.41,9.79,955.17,37.46,NA,NA,21.1,7.23,180,NA,255.5,4.06,NA,"6/30/2010",NA
"653","PC 9816-023","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.9,-0.36,5,1.25,6.4,25.5,992.2,11.55,9.62,6,0.47,36.79,NA,3.6,8.33,8.89,24.7,12.5,13.53,0.54,25.73,10.23,915,35.15,NA,NA,20.48,7.55,177,NA,226.2,3.94,NA,"6/27/2010",NA
"654","PC 9816-041","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.9,0.56,3.8,0.96,6.39,23.6,940.2,11.49,15.27,4.8,1.53,26.62,NA,3.4,46.15,8.82,21.98,7.69,17.51,0.59,26.1,10.24,944.92,31.9,NA,NA,24.4,7.79,179,NA,258,3.82,NA,"6/29/2010",NA
"655","PC 9816-059","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.94,0.59,3.2,6.52,14.68,21.1,1346,11.48,13.45,5,0.84,28.41,NA,3,0,10.4,21.47,0,16.75,0.58,27.52,9.89,1002.31,51.33,NA,NA,23.26,10.2,184,NA,219.7,3.99,NA,"7/4/2010",NA
"656","PC 9816-078","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.9,1,5,0.42,6.11,19.3,1220.6,10.54,8.59,5.8,-0.47,25.85,NA,4.6,0,11.84,19.5,16,11.22,0.54,28.93,10.32,1014.28,44.03,NA,NA,23.9,11.07,185,NA,254.1,3.63,NA,"7/5/2010",NA
